0,1,2,target
88,54,1,(0.026596125215291977+0.0296051986515522j)
88,54,1,(-0.04544266685843468+0.03913767635822296j)
88,54,1,(-0.06681742519140244+0.13159947097301483j)
88,54,1,(-0.05676622316241264+0.1564924269914627j)
88,54,1,(0.0949181318283081+0.13329961895942688j)
88,54,1,(-0.0847587138414383+0.07565364241600037j)
88,54,1,(-0.0582398995757103+0.22932259738445282j)
88,54,1,(-0.0761854499578476+0.04325634613633156j)
88,54,1,(-0.0843304917216301+0.09618226438760757j)
88,54,1,(0.00903363712131977+0.12883564829826355j)
88,54,1,(0.08914868533611298+0.009577974677085876j)
88,54,1,(0.13199439644813538-0.03411254659295082j)
88,54,1,(-0.009833223186433315+0.1486065834760666j)
88,54,1,(-0.020825469866394997+0.06532591581344604j)
88,54,1,(-0.12082874774932861+0.09711785614490509j)
88,54,1,(-0.06519260257482529+0.11629921942949295j)
88,54,1,(-0.016612861305475235+0.09187328815460205j)
88,54,1,(-0.16523361206054688+0.07117535173892975j)
88,54,1,(-0.12350494414567947+0.15177740156650543j)
88,54,1,(-0.041337750852108+0.10049223154783249j)
88,54,1,(-0.09341311454772949+0.08538579195737839j)
88,54,1,(-0.042321089655160904+0.08907262980937958j)
88,54,1,(-0.017781993374228477+0.08750326931476593j)
88,54,1,(-0.059029776602983475+0.15923115611076355j)
88,54,1,(-0.009667173959314823+0.1020718365907669j)
88,54,1,(0.06577108800411224+0.020441364496946335j)
88,54,1,(-0.11242711544036865+0.011428935453295708j)
88,54,1,(-0.06646069139242172+0.1465710550546646j)
88,54,1,(-0.08102366328239441+0.1452392190694809j)
88,54,1,(-0.088585764169693+0.18025515973567963j)
88,54,1,(-0.04454430192708969+0.018423767760396004j)
88,54,1,(0.08550311625003815+0.05940733850002289j)
88,54,1,(-0.009249038062989712+0.12091507762670517j)
88,54,1,(0.003145076334476471+0.10760966688394547j)
88,54,1,(-0.018978364765644073+0.13677597045898438j)
88,54,1,(0.0376562774181366+0.10874386131763458j)
88,54,1,(-0.024196848273277283-0.017801841720938683j)
44,90,1,(0.13489338755607605+0.02157607115805149j)
44,90,1,(0.20781564712524414-0.1180124431848526j)
44,90,1,(0.18547803163528442-0.09117870032787323j)
44,90,1,(0.20819821953773499-0.06868604570627213j)
44,90,1,(0.1514665186405182-0.0455876849591732j)
44,90,1,(0.1634530872106552-0.16595673561096191j)
44,90,1,(0.1857210248708725-0.0710238367319107j)
44,90,1,(0.15758751332759857-0.07635249197483063j)
44,90,1,(0.19890879094600677-0.0522342324256897j)
44,90,1,(0.1577008068561554-0.13302195072174072j)
44,90,1,(0.165386363863945-0.0653526708483696j)
44,90,1,(0.225633442401886-0.041038237512111664j)
44,90,1,(0.1983204036951065-0.1019074022769928j)
44,90,1,(0.1753154695034027-0.13257183134555817j)
44,90,1,(0.21967589855194092-0.12802258133888245j)
44,90,1,(0.27043089270591736-0.1112268790602684j)
44,90,1,(0.19886119663715363-0.0757189616560936j)
44,90,1,(0.19297969341278076-0.12749972939491272j)
44,90,1,(0.21647602319717407-0.14282624423503876j)
44,90,1,(0.23363465070724487-0.10232336819171906j)
44,90,1,(0.23512399196624756-0.04157259687781334j)
44,90,1,(0.1360175460577011-0.11863331496715546j)
44,90,1,(0.1935887187719345-0.07969295978546143j)
44,90,1,(0.1501752734184265-0.10776969790458679j)
44,90,1,(0.20623749494552612-0.1041378378868103j)
44,90,1,(0.1693176031112671-0.05108025670051575j)
44,90,1,(0.10793853551149368-0.15172387659549713j)
44,90,1,(0.17971429228782654-0.06081584095954895j)
44,90,1,(0.20803052186965942-0.02773982286453247j)
44,90,1,(0.17344117164611816+0.0024393857456743717j)
44,90,1,(0.2301167994737625-0.07000382244586945j)
44,90,1,(0.1827450841665268-0.026851654052734375j)
44,90,1,(0.2582358717918396-0.02766968309879303j)
44,90,1,(0.21738845109939575-0.1440770924091339j)
44,90,1,(0.2123325914144516+0.010012920945882797j)
44,90,1,(0.18075428903102875-0.08449630439281464j)
44,90,1,(0.1906215250492096-0.1181744709610939j)
44,90,1,(0.19370074570178986-0.04246372729539871j)
44,90,1,(0.17394989728927612-0.06344199180603027j)
44,90,1,(0.16449829936027527-0.18720869719982147j)
58,104,1,(0.011235132813453674-0.20055431127548218j)
58,104,1,(-0.0030394867062568665-0.17096906900405884j)
58,104,1,(-0.06261755526065826-0.21281102299690247j)
58,104,1,(-0.08088001608848572-0.1877860724925995j)
58,104,1,(-0.07294226437807083-0.12445629388093948j)
58,104,1,(-0.0008815713226795197-0.17093589901924133j)
58,104,1,(-0.03144035488367081-0.12337004393339157j)
58,104,1,(-0.07226090878248215-0.1689876914024353j)
58,104,1,(-0.08233238011598587-0.19103439152240753j)
58,104,1,(-0.017307713627815247-0.14932210743427277j)
58,104,1,(-0.021064728498458862-0.14680711925029755j)
58,104,1,(0.020158570259809494-0.21406123042106628j)
58,104,1,(-0.053249284625053406-0.18617188930511475j)
58,104,1,(-0.010994696989655495-0.20816296339035034j)
58,104,1,(-0.07358437031507492-0.22706934809684753j)
58,104,1,(-0.03897753357887268-0.1777145117521286j)
58,104,1,(-0.0037310216575860977-0.2057633250951767j)
58,104,1,(-0.10310588032007217-0.1645089089870453j)
58,104,1,(-0.050329625606536865-0.1864045262336731j)
58,104,1,(-0.04196110740303993-0.15961101651191711j)
58,104,1,(-0.015206722542643547-0.16326843202114105j)
58,104,1,(-0.042289115488529205-0.19046664237976074j)
58,104,1,(-0.028844814747571945-0.16926515102386475j)
58,104,1,(-0.05684259906411171-0.17835240066051483j)
58,104,1,(-0.029423341155052185-0.16724248230457306j)
58,104,1,(-0.0321214459836483-0.15722334384918213j)
58,104,1,(0.024968933314085007-0.17538826167583466j)
58,104,1,(0.061377402395009995-0.1636524498462677j)
58,104,1,(-0.0076363831758499146-0.1605483740568161j)
58,104,1,(-0.026824986562132835-0.17628803849220276j)
58,104,1,(-0.018777867779135704-0.16186527907848358j)
58,104,1,(-0.04862980172038078-0.13641344010829926j)
58,104,1,(-0.03463263437151909-0.1613500416278839j)
58,104,1,(0.023853028193116188-0.12135841697454453j)
58,104,1,(-0.02153828740119934-0.09762249886989594j)
58,104,1,(0.062055252492427826-0.17879436910152435j)
58,104,1,(-0.03933306783437729-0.15952438116073608j)
58,104,1,(-0.017239511013031006-0.22392818331718445j)
58,104,1,(-0.09422369301319122-0.19713105261325836j)
58,104,1,(0.034866005182266235-0.19610266387462616j)
50,78,1,(-0.028267936781048775+0.17585958540439606j)
50,78,1,(-0.010267824865877628+0.1616767942905426j)
50,78,1,(-0.018527278676629066+0.1997729390859604j)
50,78,1,(0.004453742876648903+0.21980608999729156j)
50,78,1,(-0.052679967135190964+0.15272878110408783j)
50,78,1,(0.017036400735378265+0.19661663472652435j)
50,78,1,(-0.015704670920968056+0.16020567715168j)
50,78,1,(-0.009212367236614227+0.18383920192718506j)
50,78,1,(-0.05692865699529648+0.14389155805110931j)
50,78,1,(-0.005986830219626427+0.17648038268089294j)
50,78,1,(0.03644637018442154+0.1953977644443512j)
50,78,1,(0.02205754816532135+0.2132326364517212j)
50,78,1,(0.0020066029392182827+0.17747271060943604j)
50,78,1,(0.03593042492866516+0.14448034763336182j)
50,78,1,(0.0014768736436963081+0.15307064354419708j)
50,78,1,(-0.033905014395713806+0.15064933896064758j)
50,78,1,(-0.02194465696811676+0.18277153372764587j)
50,78,1,(0.0060791140422225+0.20524178445339203j)
50,78,1,(0.025164339691400528+0.19115930795669556j)
50,78,1,(0.05013377591967583+0.1665571928024292j)
50,78,1,(0.026169992983341217+0.17156840860843658j)
50,78,1,(-0.009060943499207497+0.18806518614292145j)
50,78,1,(-0.0064347125589847565+0.19838972389698029j)
50,78,1,(-0.009560838341712952+0.17811700701713562j)
50,78,1,(-0.031150922179222107+0.17925719916820526j)
50,78,1,(0.011061379685997963+0.18254928290843964j)
50,78,1,(-0.009859193116426468+0.18194842338562012j)
50,78,1,(-0.008047349750995636+0.1764272153377533j)
50,78,1,(-0.0021159343887120485+0.17721466720104218j)
50,78,1,(-0.043179385364055634+0.20082174241542816j)
50,78,1,(0.030562873929739+0.12146375328302383j)
50,78,1,(0.010921753942966461+0.19897477328777313j)
50,78,1,(-0.022355765104293823+0.15666523575782776j)
50,78,1,(-0.0058878157287836075+0.18976429104804993j)
50,78,1,(0.07384852319955826+0.15543143451213837j)
50,78,1,(0.024320950731635094+0.22611482441425323j)
50,78,1,(-0.031212691217660904+0.2112354040145874j)
50,78,1,(-0.008584471419453621+0.18176358938217163j)
50,78,1,(-0.013534864410758018+0.17086976766586304j)
50,78,1,(-0.03742699697613716+0.1457081139087677j)
18,78,1,(0.06427862495183945-0.13231772184371948j)
18,78,1,(0.05922678858041763-0.2359071671962738j)
18,78,1,(-0.037647444754838943-0.25000977516174316j)
18,78,1,(0.10573475062847137-0.15620964765548706j)
18,78,1,(-0.027573594823479652-0.18940281867980957j)
18,78,1,(0.01245259027928114-0.23322813212871552j)
18,78,1,(-0.08944734185934067-0.2135775238275528j)
18,78,1,(0.0112186623737216-0.18589943647384644j)
18,78,1,(0.046819690614938736-0.19499430060386658j)
18,78,1,(-0.0567462220788002-0.2708163559436798j)
18,78,1,(-0.06831581890583038-0.24060016870498657j)
18,78,1,(0.0065781064331531525-0.2600857615470886j)
18,78,1,(0.019211510196328163-0.15455615520477295j)
18,78,1,(-0.095795176923275-0.18152564764022827j)
18,78,1,(-0.014707546681165695-0.21194693446159363j)
18,78,1,(-0.06605726480484009-0.2532426714897156j)
18,78,1,(-0.046376314014196396-0.19339905679225922j)
18,78,1,(-0.05463187023997307-0.24451963603496552j)
18,78,1,(-0.029757440090179443-0.21123285591602325j)
18,78,1,(-0.06986755132675171-0.25013014674186707j)
18,78,1,(-0.025359472259879112-0.23606714606285095j)
18,78,1,(-0.02470582351088524-0.18161021173000336j)
18,78,1,(0.04889611527323723-0.1662643700838089j)
18,78,1,(0.009230410680174828-0.24097317457199097j)
18,78,1,(0.062398094683885574-0.3219793140888214j)
18,78,1,(0.03094608336687088-0.25515222549438477j)
18,78,1,(0.045409537851810455-0.21887697279453278j)
18,78,1,(-0.0086415596306324-0.22971616685390472j)
18,78,1,(-0.050823554396629333-0.2705700993537903j)
18,78,1,(0.03571336716413498-0.2478613406419754j)
18,78,1,(-0.14560244977474213-0.16285079717636108j)
18,78,1,(0.057873014360666275-0.2079487293958664j)
18,78,1,(0.05463627353310585-0.10154556483030319j)
18,78,1,(0.024306844919919968-0.21797005832195282j)
18,78,1,(0.040924109518527985-0.20395129919052124j)
18,78,1,(0.011576423421502113-0.2362278401851654j)
18,78,1,(-0.008137712255120277-0.17396481335163116j)
18,78,1,(-0.005238812416791916-0.2691662311553955j)
18,78,1,(-0.05442173406481743-0.2232198715209961j)
18,78,1,(-0.025499165058135986-0.27156078815460205j)
62,18,1,(0.09466627985239029-0.10222150385379791j)
62,18,1,(0.09444423019886017-0.11934364587068558j)
62,18,1,(0.17147091031074524-0.1263614296913147j)
62,18,1,(0.13574780523777008-0.13116024434566498j)
62,18,1,(0.10808553546667099-0.0945049300789833j)
62,18,1,(0.11755538731813431-0.12876345217227936j)
62,18,1,(0.144632488489151-0.10932934284210205j)
62,18,1,(0.15382714569568634-0.12588396668434143j)
62,18,1,(0.12448158860206604-0.1276705116033554j)
62,18,1,(0.15032853186130524-0.12770554423332214j)
62,18,1,(0.15745127201080322-0.11584737151861191j)
62,18,1,(0.12669096887111664-0.12118858844041824j)
62,18,1,(0.09488604962825775-0.15512076020240784j)
62,18,1,(0.11041766405105591-0.09496553242206573j)
62,18,1,(0.14139264822006226-0.13554322719573975j)
62,18,1,(0.10543394088745117-0.1186826080083847j)
62,18,1,(0.12023672461509705-0.12606024742126465j)
62,18,1,(0.12107694149017334-0.1366184949874878j)
62,18,1,(0.15146233141422272-0.10861016809940338j)
62,18,1,(0.10564211010932922-0.11514146625995636j)
62,18,1,(0.1273924559354782-0.09785380959510803j)
62,18,1,(0.1278049349784851-0.07652904838323593j)
62,18,1,(0.17071744799613953-0.09407902508974075j)
62,18,1,(0.13318730890750885-0.12461897730827332j)
62,18,1,(0.16830387711524963-0.11916836351156235j)
62,18,1,(0.1482166349887848-0.11580505967140198j)
62,18,1,(0.1312873810529709-0.12262368202209473j)
62,18,1,(0.12647704780101776-0.11712929606437683j)
62,18,1,(0.14758428931236267-0.11522187292575836j)
62,18,1,(0.18031339347362518-0.10929439216852188j)
62,18,1,(0.11267750710248947-0.11767634749412537j)
62,18,1,(0.10819923132658005-0.10979734361171722j)
62,18,1,(0.12475422024726868-0.14533032476902008j)
62,18,1,(0.1315777599811554-0.1145099550485611j)
62,18,1,(0.1487019956111908-0.10261174291372299j)
62,18,1,(0.12567168474197388-0.1308840662240982j)
62,18,1,(0.1250375658273697-0.10731570422649384j)
62,18,1,(0.11678286641836166-0.13078893721103668j)
62,18,1,(0.13226521015167236-0.13153333961963654j)
62,18,1,(0.14209435880184174-0.11004661023616791j)
50,70,1,(-0.04894578456878662+0.16134437918663025j)
50,70,1,(-0.04518784210085869+0.19841863214969635j)
50,70,1,(-0.0757095217704773+0.16528423130512238j)
50,70,1,(-0.037076760083436966+0.21179704368114471j)
50,70,1,(-0.0467962771654129+0.15975387394428253j)
50,70,1,(-0.03161686286330223+0.17373350262641907j)
50,70,1,(-0.06290629506111145+0.15031084418296814j)
50,70,1,(-0.024049829691648483+0.15492337942123413j)
50,70,1,(-0.033164821565151215+0.15174122154712677j)
50,70,1,(-0.036394260823726654+0.15378452837467194j)
50,70,1,(-0.09570709615945816+0.19169919192790985j)
50,70,1,(-0.04154084622859955+0.19437961280345917j)
50,70,1,(-0.03445938229560852+0.1936047524213791j)
50,70,1,(-0.07521309703588486+0.11669159680604935j)
50,70,1,(-0.07758922874927521+0.14849452674388885j)
50,70,1,(-0.019854439422488213+0.1627894639968872j)
50,70,1,(-0.05060040205717087+0.17060652375221252j)
50,70,1,(-0.03127603232860565+0.16167140007019043j)
50,70,1,(-0.020916491746902466+0.16398750245571136j)
50,70,1,(-0.0859711542725563+0.17171898484230042j)
50,70,1,(-0.05745501071214676+0.1811048984527588j)
50,70,1,(-0.051000434905290604+0.16674292087554932j)
50,70,1,(-0.02164265513420105+0.1474352478981018j)
50,70,1,(-0.0699719563126564+0.16669481992721558j)
50,70,1,(-0.056385863572359085+0.19223932921886444j)
50,70,1,(-0.07360684871673584+0.17414605617523193j)
50,70,1,(-0.05914862081408501+0.17883862555027008j)
50,70,1,(-0.042644813656806946+0.1505717635154724j)
50,70,1,(-0.06613717973232269+0.14528508484363556j)
50,70,1,(-0.09340189397335052+0.15370674431324005j)
50,70,1,(-0.024181032553315163+0.143428772687912j)
50,70,1,(-0.01325756311416626+0.15968769788742065j)
50,70,1,(-0.048395972698926926+0.15056180953979492j)
50,70,1,(-0.04731489717960358+0.14957457780838013j)
50,70,1,(-0.017912141978740692+0.1512969583272934j)
50,70,1,(-0.06571029871702194+0.164911150932312j)
50,70,1,(-0.04673144593834877+0.16352704167366028j)
50,70,1,(-0.07375837117433548+0.15589037537574768j)
50,70,1,(-0.03838307783007622+0.15782800316810608j)
50,70,1,(-0.06976059824228287+0.1427319347858429j)
0,48,1,(0.12380351126194-0.12926046550273895j)
0,48,1,(-0.39720475673675537+0.09123843163251877j)
0,48,1,(0.07804818451404572-0.013494182378053665j)
0,48,1,(-0.08475400507450104+0.23518282175064087j)
0,48,1,(0.030676500871777534-0.08855357766151428j)
0,48,1,(0.04766203463077545-0.0911727249622345j)
0,48,1,(0.05885991454124451+0.01259494200348854j)
0,48,1,(0.06969690322875977-0.29056257009506226j)
0,48,1,(-0.1296793818473816-0.14429399371147156j)
0,48,1,(-0.14806640148162842+0.18252289295196533j)
0,48,1,(0.03269950672984123-0.0004328042268753052j)
0,48,1,(-0.0830862820148468-0.2549423575401306j)
0,48,1,(-0.009577399119734764+0.14984269440174103j)
0,48,1,(0.04541639983654022+0.020778782665729523j)
0,48,1,(0.0722133219242096-0.07302556931972504j)
0,48,1,(-0.008785121142864227-0.09002911299467087j)
0,48,1,(-0.07319514453411102-0.11902269721031189j)
0,48,1,(0.03565431386232376+0.03691133111715317j)
0,48,1,(0.025220833718776703-0.18195968866348267j)
0,48,1,(-0.03993580490350723-0.1355307698249817j)
0,48,1,(-0.03848373889923096-0.2901839017868042j)
0,48,1,(0.05009961128234863+0.08226849138736725j)
0,48,1,(0.01688079535961151-0.11858907341957092j)
0,48,1,(0.0673983097076416-0.13924063742160797j)
0,48,1,(-0.18552887439727783-0.23809511959552765j)
0,48,1,(0.09186965227127075+0.13919225335121155j)
0,48,1,(-0.034991052001714706-0.15562351047992706j)
0,48,1,(0.06114146113395691+0.10737958550453186j)
0,48,1,(-0.023873116821050644+0.07809329777956009j)
0,48,1,(0.06675325334072113-0.20280592143535614j)
0,48,1,(0.13850845396518707+0.23067060112953186j)
0,48,1,(-0.022299211472272873-0.03255670517683029j)
0,48,1,(0.12264202535152435-0.027693957090377808j)
0,48,1,(0.05869303643703461-0.1510499119758606j)
0,48,1,(0.10824310779571533+0.06578396260738373j)
0,48,1,(0.15883232653141022-0.06789838522672653j)
0,48,1,(-0.1330842822790146+0.12633275985717773j)
0,48,1,(0.06373041868209839+0.01701432466506958j)
0,48,1,(-0.02889247238636017+0.09127982705831528j)
0,48,1,(0.13077454268932343-0.021818915382027626j)
54,40,1,(-0.08718807250261307+0.1324796974658966j)
54,40,1,(-0.10120774805545807+0.11926527321338654j)
54,40,1,(-0.09137807786464691+0.1568402647972107j)
54,40,1,(-0.12154192477464676+0.13048423826694489j)
54,40,1,(-0.11296804249286652+0.1374334841966629j)
54,40,1,(-0.1070440486073494+0.13366898894309998j)
54,40,1,(-0.10170533508062363+0.1289852261543274j)
54,40,1,(-0.11953739821910858+0.15969297289848328j)
54,40,1,(-0.13231295347213745+0.1484316736459732j)
54,40,1,(-0.13850392401218414+0.12008658796548843j)
54,40,1,(-0.12135599553585052+0.10140664875507355j)
54,40,1,(-0.10002636164426804+0.12196739763021469j)
54,40,1,(-0.12640590965747833+0.1424354761838913j)
54,40,1,(-0.07624063640832901+0.14871229231357574j)
54,40,1,(-0.08055121451616287+0.1427343189716339j)
54,40,1,(-0.12716126441955566+0.13434262573719025j)
54,40,1,(-0.1307852417230606+0.10567060112953186j)
54,40,1,(-0.10500387102365494+0.16107462346553802j)
54,40,1,(-0.09977221488952637+0.13864119350910187j)
54,40,1,(-0.11715685576200485+0.14168138802051544j)
54,40,1,(-0.14200687408447266+0.10842937231063843j)
54,40,1,(-0.13615933060646057+0.12095271795988083j)
54,40,1,(-0.12270684540271759+0.10966872423887253j)
54,40,1,(-0.1329256296157837+0.11068776249885559j)
54,40,1,(-0.09720082581043243+0.13090111315250397j)
54,40,1,(-0.0866149514913559+0.11302702873945236j)
54,40,1,(-0.11078258603811264+0.13987569510936737j)
54,40,1,(-0.10522934794425964+0.12965171039104462j)
54,40,1,(-0.14817219972610474+0.15721629559993744j)
54,40,1,(-0.15287984907627106+0.13196292519569397j)
54,40,1,(-0.16020826995372772+0.12570737302303314j)
54,40,1,(-0.10307230800390244+0.13710877299308777j)
54,40,1,(-0.10858789086341858+0.14343488216400146j)
54,40,1,(-0.11376315355300903+0.13901585340499878j)
54,40,1,(-0.1288897842168808+0.1430790275335312j)
54,40,1,(-0.15389755368232727+0.13254907727241516j)
54,40,1,(-0.0841856524348259+0.13099390268325806j)
54,40,1,(-0.11425783485174179+0.1430252194404602j)
54,40,1,(-0.11543365567922592+0.11350136995315552j)
54,40,1,(-0.11329057067632675+0.15926969051361084j)
4,16,1,(-0.3213628828525543-0.04929838329553604j)
4,16,1,(-0.06528933346271515-0.08359119296073914j)
4,16,1,(0.08498454093933105+0.11476650834083557j)
4,16,1,(-0.23386991024017334-0.026405461132526398j)
4,16,1,(-0.029866959899663925+0.09621413797140121j)
4,16,1,(0.046810418367385864+0.135310560464859j)
4,16,1,(-0.029807373881340027+0.07991457730531693j)
4,16,1,(-0.0006212908774614334+0.010774623602628708j)
4,16,1,(0.036665741354227066-0.025086283683776855j)
4,16,1,(-0.2663164436817169-0.029187113046646118j)
4,16,1,(-0.2510339319705963+0.04876607656478882j)
4,16,1,(0.10324101895093918+0.04844066873192787j)
4,16,1,(0.016452718526124954+0.10713648051023483j)
4,16,1,(-0.16271689534187317+0.005415746010839939j)
4,16,1,(-0.07765474915504456-0.1455473154783249j)
4,16,1,(0.06647804379463196-0.15376292169094086j)
4,16,1,(-0.0448417067527771-0.05226331949234009j)
4,16,1,(-0.07946862280368805-0.0832853689789772j)
4,16,1,(-0.07408276945352554+0.12546727061271667j)
4,16,1,(0.09867220371961594+0.053506799042224884j)
4,16,1,(-0.16959017515182495+0.07791373133659363j)
4,16,1,(0.0682104229927063-0.21829819679260254j)
4,16,1,(0.09532240033149719+0.03617057204246521j)
4,16,1,(-0.14834551513195038+0.10249651223421097j)
4,16,1,(0.026535913348197937+0.11984843015670776j)
4,16,1,(-0.07177594304084778+0.09102904796600342j)
